id,place_id,name,filter_id
2046,1111,종이나라박물관,4
2047,1112,두산아트센터 연강홀,2
2048,1112,두산아트센터 연강홀,6
2049,1113,명동난타극장,2
2050,1113,명동난타극장,6
2051,1114,뮤지엄김치간,3
2052,1114,뮤지엄김치간,6
2053,1115,한전아트센터,2
2054,1115,한전아트센터,6
2055,1116,세빛섬,1
2056,1117,문학의집서울,6
2057,1117,문학의집서울,3
2058,1117,문학의집서울,4
2059,1118,서울상상나라,3
2060,1118,서울상상나라,6
2061,1119,강동구립암사도서관,4
2062,1119,강동구립암사도서관,3
2063,1120,광진구민체육센터,1
2064,1120,광진구민체육센터,4
2065,1121,도봉문화정보도서관,4
2066,1121,도봉문화정보도서관,6
2067,1121,도봉문화정보도서관,3
2068,1122,서대문자연사박물관,3
2069,1122,서대문자연사박물관,6
2070,1122,서대문자연사박물관,4
2071,1123,경기여고 경운박물관,3
2072,1123,경기여고 경운박물관,6
2073,1123,경기여고 경운박물관,4
2074,1124,SETEC전시장(서울무역전시장),5
2075,1125,세종대학교 대양홀,4
2076,1126,국제갤러리,3
2077,1126,국제갤러리,6
2078,1127,김영섭사진화랑,3
2079,1127,김영섭사진화랑,6
2080,1128,평화문화진지,6
2081,1129,디뮤지엄,3
2082,1129,디뮤지엄,6
2083,1130,허리우드 스카이쇼 공연장,2
2084,1130,허리우드 스카이쇼 공연장,6
2085,1131,아웃사이트(out_sight),3
2086,1131,아웃사이트(out_sight),6
2087,1132,서울무용센터,2
2088,1132,서울무용센터,6
2089,1133,잠실창작스튜디오,6
2090,1134,이마트은평점,7
2091,1135,롯데콘서트홀,2
2092,1135,롯데콘서트홀,6
2093,1136,서교예술실험센터,6
2094,1137,인사아트센터,3
2095,1137,인사아트센터,6
2096,1138,갤러리 도올,3
2097,1138,갤러리 도올,6
2098,1139,아트선재센터,3
2099,1139,아트선재센터,6
2100,1140,북촌문화센터,6
2101,1141,등촌지역정보센터,4
2102,1142,노원구청,4
2103,1143,동대문구청 아트갤러리,3
2104,1143,동대문구청 아트갤러리,6
2105,1143,동대문구청 아트갤러리,4
2106,1144,유니버설아트센터,2
2107,1144,유니버설아트센터,6
2108,1145,손기정문화체육센터,1
2109,1145,손기정문화체육센터,6
