category_id,name,district,address,latitude,longitude,price,phone_number,image_url,description,참가규모,page_url,work_time
1,축구(송파여성축구장),송파,서울특별시 송파구 방이동88,37.52103148,127.1161651,유료,,https://images.unsplash.com/photo-1551958219-acbc608c6377?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,30명,,"월, 금 10:00~12:00"
1,특수체육(하상장애인복지관),강남,서울특별시 강남구 개포로613,37.49255359,127.0751317,유료,02-451-6000,https://img.freepik.com/free-photo/full-shot-friends-playing-basketball-together_23-2149392042.jpg?w=1060&t=st=1698657763~exp=1698658363~hmac=489643b18a892a3e188b897428724d75c9e941d121e9fea9916c53af9bb537d4,정확한 가격은 지자체에 문의,8명,http://www.hasang.org/main/main.php,화 15:30~16:20 / 화 16:20~17:00
1,각 종 뉴스포츠(비상청소년사회복귀시설),관악,서울특별시 관악구 남부순환로 2054,37.47633698,126.9769252,유료,070-4200-4401,https://img.freepik.com/free-photo/sports-tools_53876-138077.jpg?w=1060&t=st=1698657803~exp=1698658403~hmac=00859a66d1826f1d0158cc6967a418d2f3d17963e36f9a4ae3ce9aad1d510e73,정확한 가격은 지자체에 문의,20명,http://www.visang.or.kr/,화 13:30~14:10 / 화 14:10~14:50
1,기초체력(노들나루공원),동작,서울특별시 동작구 노량진로 247,37.51453063,126.9524302,유료,02-820-9435,https://images.unsplash.com/photo-1487956382158-bb926046304a?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,30명,www.dongjak.go.kr/healthcare/main/main.do,화 10:00~11:00
1,생활체조(사당분소),동작,서울특별시 동작구 사당로 253-3,37.4836744,126.9758707,유료,02-820-9644,https://img.freepik.com/free-photo/men-and-women-warm-up-before-and-after-exercising_1150-23003.jpg?w=1060&t=st=1698655137~exp=1698655737~hmac=fbcb731e03e38413e76c25c99f1c393cde5bbd5247d2dd3ec385c04c355d58fe,정확한 가격은 지자체에 문의,20명,,금 13:00~13:40 / 화 13:40~14:20
1,"스트레칭, 근력운동(상도어울마당)",동작,서울특별시 동작구 성대로 180,37.49925547,126.9403722,유료,,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,www.dongjak.go.kr/healthcare/main/main.do,"화, 목 14:00~14:45 / 화, 목 15:00~15:40"
1,요가(사당롯데캐슬 아파트),동작,"서울특별시 동작구 사당로27길 190, 106동 지하2층",37.49095711,126.9715874,유료,,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?auto=format&fit=crop&q=80&w=1220&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,15명,,"수, 금 11:00~11:45"
1,축구(노들나루공원잔디구장),동작,서울특별시 동작구 노량진로 247,37.51453063,126.9524302,유료,,https://images.unsplash.com/photo-1551958219-acbc608c6377?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,"목, 금 10:00~12:00"
1,"헬스,필라테스(대림1동 주민자치센터)",영등포,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,37.49545723,126.905842,유료,02-2670-1379,https://img.freepik.com/free-photo/woman-with-trainer-practising-yoga_1303-14852.jpg?w=1060&t=st=1698656220~exp=1698656820~hmac=0f3694f5ee6513e12f8ef054465674fec618e47e056bd9d7756ec1dadd3de5ea,정확한 가격은 지자체에 문의,15명,,월 09:50~10:30 / 월 10:30~11:10
1,헬스(신길7동주민센터),영등포,서울특별시 영등포구 여의대방로43길 10,37.50639203,126.9215141,유료,02-2670-1365,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,수 10:00~10:40 / 수 10:40~11:20
1,"스트레칭,헬스(영등포구자치회관헬스장)",영등포,서울특별시 영등포구 국회대로44길4,37.52538799,126.9036383,유료,02-2068-8810,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,화 09:30~10:10 / 화 10:10~10:40
1,"스트레칭,헬스(대림3동헬스장)",영등포,서울특별시 영등포구 대림로 197,37.49831352,126.8980344,유료,02-843-5536,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,10명,,"월, 목 09:00~09:40"
1,생활체육(모랫말꿈터),영등포,서울특별시 영등포구 도영로11길 11,37.51062509,126.8969571,유료,,https://images.unsplash.com/photo-1487956382158-bb926046304a?auto=format&fit=crop&q=80&w=1171&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,15명,,수 12:50~13:30 / 13:30~14:10
1,"스트레칭,헬스(도림동자치센터 헬스장)",영등포,서울특별시 영등포구 도영로7길 10,37.5094934,126.8959996,유료,02-832-1780,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,수 09:20~10:10 / 수 10:10~10:40
1,"스트레칭,헬스(신길3동주민센터 헬스장)",영등포,서울특별시 영등포구 신길로41라길 13-8,37.50729867,126.9077496,유료,02-846-9697,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,화 09:50~10:30 / 10:30~11:10
1,"스트레칭,생활체조(양평동헬스장)",영등포,서울특별시 영등포구 선유서로 34길 10 4층,37.5268695,126.8874353,유료,,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?auto=format&fit=crop&q=80&w=1326&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,월 09:50~10:30 / 10:30~11:10
1,헬스(대림1동 주민자치센터),영등포,서울특별시 영등포구 디지털로 441 대림제1동 사무소 체육관3층,37.49545723,126.905842,유료,02-2670-1379,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,수 09:50~10:30 / 10:30~11:10
1,배구(구로구민체육센터),구로,서울특별시 구로구 고척로45길 39,37.50658124,126.8532759,유료,02-2681-9595,https://images.unsplash.com/photo-1612872087720-bb876e2e67d1?auto=format&fit=crop&q=80&w=1307&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,https://www.gurosisul.or.kr/mod.asp?m=business&s=b01,"월, 수, 금 10:00~12:00"
1,헬스(G밸리보건지소),구로,"서울특별시 구로구 디지털로 243, 213호(구로동, 지하이시티)",37.48199214,126.8923489,유료,02)860-8174,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,120명,https://pf.kakao.com/_XJaxdK,"화, 목 10:00~11:30"
1,특수체육(기쁜우리복지관),강서,서울특별시 강서구 허준로65,37.56927822,126.8488644,유료,02-3665-3831,https://img.freepik.com/free-photo/full-shot-friends-playing-basketball-together_23-2149392042.jpg?w=1060&t=st=1698657763~exp=1698658363~hmac=489643b18a892a3e188b897428724d75c9e941d121e9fea9916c53af9bb537d4,정확한 가격은 지자체에 문의,20명,,화 10:30~11:20
1,스트레칭(우장산동주민센터),강서,서울특별시 강서구 우현로 34,37.54828859,126.8418363,유료,02-2600-7745,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?auto=format&fit=crop&q=80&w=1326&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,15명,,금 14:00~14:50
1,스트레칭(가양2동주민센터),강서,서울특별시 강서구 허준로 93,37.56739892,126.8512712,유료,02-2600-7808,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?auto=format&fit=crop&q=80&w=1326&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,15명,,금 10:00~10:50
1,스트레칭(등촌9복지관),강서,서울특별시 강서구 화곡로63가길 92-(등촌3동 704) 주공9단지,37.5619516,126.8502091,유료,02-2658-4129,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?auto=format&fit=crop&q=80&w=1326&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,15명,,목 15:10~16:40
1,헬스(공항동주민센터),강서,서울특별시 강서구 송정로 45,37.55878281,126.8100743,유료,02-2600-7935,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,25명,,"목, 금 10:00~11:20/ 수 14:00~15:00"
1,헬스(염창동주민센터),강서,서울특별시 강서구 양천로67가길 63,37.55377136,126.8709657,유료,02-2600-7306,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,16명,,월10:00~11:00 / 수 10:00~11:20 / 금14:00~15:00
1,헬스(우장산동주민센터),강서,서울특별시 강서구 우현로 34,37.54828859,126.8418363,유료,02-2600-7732,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,10명,,"화, 금 15:00~16:00"
1,헬스(등촌2동주민센터),강서,서울특별시 강서구 등촌로143,37.54265827,126.8625035,유료,02-2600-7386,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,10명,,화 10:00~11:00
1,특수체육(늘푸른나무복지관),강서,서울특별시 강서구 허준로5길 37,37.56853632,126.8511172,유료,02-3661-3401,https://img.freepik.com/free-photo/full-shot-friends-playing-basketball-together_23-2149392042.jpg?w=1060&t=st=1698657763~exp=1698658363~hmac=489643b18a892a3e188b897428724d75c9e941d121e9fea9916c53af9bb537d4,정확한 가격은 지자체에 문의,10명,www.egreedn.or.kr,목 09:50~11:30
1,특수체육(그라나다보호작업센터),강서,서울특별시 강서구 허준로5길 37 늘푸른나무 복지관,37.56853632,126.8511172,유료,02-3661-3402,https://img.freepik.com/free-photo/full-shot-friends-playing-basketball-together_23-2149392042.jpg?w=1060&t=st=1698657763~exp=1698658363~hmac=489643b18a892a3e188b897428724d75c9e941d121e9fea9916c53af9bb537d4,정확한 가격은 지자체에 문의,30명,www.granada.or.kr,화 09:20~11:00
1,헬스(등촌2동주민센터헬스장),강서,서울특별시 강서구 등촌로 143,37.54265827,126.8625035,유료,02-2600-7395,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,10명,,월 10:00~10:40 / 수 09:30~10:40 / 수 10:40~11:50
1,헬스(가양3동주민센터),강서,서울특별시 강서구 허준로 202,37.56108697,126.8605577,유료,02-2600-7865,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,목 14:00~15:00
1,헬스(우장산주민센터),강서,서울특별시 강서구 우현로 34?,37.54828859,126.8418363,유료,02-2600-7745,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,수10:00~11:20 / 금10:00~11:20
1,헬스(가양2동주민센터),강서,서울특별시 강서구 허준로 93,37.56739892,126.8512712,유료,02-2600-7825,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,화 14:00~15:00
1,헬스(등촌3동주민센터),강서,서울특별시?강서구 화곡로63길 96 등,37.55888771,126.8479185,유료,02-2600-7445,https://images.unsplash.com/photo-1517963879433-6ad2b056d712?auto=format&fit=crop&q=80&w=1170&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,정확한 가격은 지자체에 문의,20명,,월 14:00~15:20 / 목 10:00~11:20
