,Unnamed: 0,category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,page_url,description
0,0,,1984,마포구,마포구 동교로 194 혜원빌딩,37.55738472,126.9228861,,무료,02-325-1984,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/1984-cover.JPG,https://www.instagram.com/1984store,새책방      
1,1,,21세기문고,강남구,강남구 남부순환로359길 31,37.48683261,127.0355653,,무료,02-3463-1880  ,,,새책방      
2,2,,C&S서점,강남구,강남구 남부순환로 2806 군인공제회관 지하1층,37.48910918,127.0529141,,무료,02-2190-2178,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_60%2F1441048528793tMKht_JPEG%2FSUBMIT_1285757803699_13514755.jpg,,새책방      
3,3,,Foreign book store,용산구,용산구 녹사평대로 208,37.53624637,126.9872269,,무료,02-793-8249,https://mblogthumb-phinf.pstatic.net/MjAyMzAxMDVfMjkx/MDAxNjcyOTI5ODg5NzA3.DjqdqEW2ahbKinzokoVFBynwXno4sLd2U5HLxl_gHt0g.nf9Glw6EBNPQjtChjm4IXPmqirdurq1P_ytteQEegf4g.JPEG.smith0715/IMG_1761.jpg?type=w800,https://www.instagram.com/itaewon_foreign_bookstore,헌책방      
4,4,,PRNT,동작구,동작구 만양로1길 1 1층,37.50573295,126.9467369,,무료,070-4177-0021,,https://prntseoul.com,새책방      
5,5,,SK문고,강북구,강북구 솔샘로 215 2층,37.6202008,127.0166087,,무료,02-945-1959,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_56%2F1623224035353AwCBA_JPEG%2FrQLT8HF4njCqa8fuNmRatFKo.jpg,,새책방      
6,6,,YES24 중고매장(목동점),양천구,양천구 오목로 325 지하 1층,37.52510741,126.873627,,무료,1566-4295,https://image.yes24.com/sysimage/store/photo/mokdong/PhotoTop01.jpg,,헌책방      
7,7,,YES24(강서NC점),강서구,"강서구 강서로56길 17 NC백화점 강서점 8, 9층",37.55993353,126.8404988,,무료,,https://image.yes24.com/momo/TopCate3696/MidCate005/369545875(1).jpg,,새책방      
8,8,,가가77페이지,마포구,마포구 망원로 74-1 지하1층,37.55726128,126.9051793,,무료,,"https://image.bookshopmap.com/600,fit,q60/venue/image02.png?ver=1664692007",http://77page.com,새책방      
9,9,,가람프라자,금천구,금천구 시흥대로41길 95,37.45066173,126.9000346,,무료,02-891-7474,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210705_54%2F1625471882963zJabY_JPEG%2F_zUR3rqsMM9tgCbF2E_8tx7g.jpg,,새책방      
10,10,,감성인간서점,성북구,성북구 돌곶이로 41가길 14-10,37.61868437,127.0446506,,무료,,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/KakaoTalk_20220329_145818000_a9e8d841-2.jpeg?ver=1649729481,https://blog.naver.com/dnfladydgk,새책방      
11,11,,갑을문고,성북구,성북구 화랑로11길 26,37.60330001,127.0421083,,무료,0507-1320-0002,https://search.pstatic.net/common/?autoRotate=true&quality=100&type=f640_380&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201016_26%2F1602831320938QrY5j_JPEG%2FNl43EW7hWv-OATbGdg-rDiDM.jpeg.jpg,https://www.instagram.com/gapeul_bookstore,새책방      
12,12,,강동헌책방,강동구,강동구 구천면로 257,37.54327293,127.1316483,,무료,02-471-0272,https://mblogthumb-phinf.pstatic.net/MjAyMTA4MTBfMTI2/MDAxNjI4NTY4NDEzOTc5.7MEAeBcZrNmYik5Zh5CwuZIIrzaTp0UcTkKgKGyLKXkg.yEcwLa2jenbD99Xf-_CVZvCWpHEZo1XeCL-NiO1UUOMg.JPEG.moojum419/20210810%EF%BC%BF122041.jpg?type=w800,,헌책방      
